PrepositionFrequency,PronounFrequency,ArticleFrequency,HyperlinkFrequency,BlogwordFrequency,AssentWordFrequency,Polarity,Subjectivity,fmeasure,emoticons,gender
0,0,0.0312,0.4375,0,0,0.2222,0.6444,0.61,0,male
0,0,0,0,0,0,0,0,0.5,0,male
0,0,0,1,0,0,0,0,0.505,0,male
0,0.1176,0.0294,0,0,0.0294,0.6786,0.7857,0.47,0,male
0,0,0,1,0,0,0,0,0.505,0,male
0,0.3333,0,0.1667,0,0,0,0,0.5,0,male
0,0,0,0,0,0.0217,0.0667,0.1333,0.555,0,male
0,0,0,0,0,0,0,0,0.51,0,male
0,0,0,1,0,0,0,0,0.505,0,male
0,0,0,0.25,0,0,0,0,0.515,0,male
0,0,0,0.2,0,0,0,0,0.54,0.1429,male
0,0.3333,0,0.3333,0,0,0,0,0.505,0,male
0,0,0,0.3333,0,0,0,0,0.505,0.3333,male
0,0,0,0.5,0,0,0,0,0.515,0,male
0,0,0,0.5,0,0,0,0,0.52,0.5,male
0,0,0,0.6667,0,0,0,0,0.515,0,male
0,0,0.125,0.25,0,0,-0.1875,0.5,0.53,0,male
0,0.1333,0,0,0,0,-0.5,1,0.505,0,male
0,0.0714,0,0,0,0,-0.1667,0.4476,0.55,0,male
0,0.125,0,0,0,0.125,0.25,0.5,0.505,0,male
0,0.1818,0.0909,0,0,0,0,0,0.505,0,male
0,0,0.2,0.2,0,0,0,0,0.515,0,male
0,0,0.0068,0,0.0068,0,-0.1333,0.2383,1.075,0,male
0,0.2,0,0,0,0.1,0,0,0.49,0,male
0,0.0714,0.1071,0.1071,0,0,-0.075,0.475,0.55,0,male
0,0,0,0.6667,0,0,0,0,0.515,0,male
0,0,0,0.2857,0,0,0,0.4,0.52,0,male
0,0.1,0,0.2,0,0,-0.7143,0.8571,0.525,0,male
0,0,0.1429,0.2857,0,0,0,0,0.52,0,male
0,0,0,0.2857,0,0,0,0,0.51,0,male
0,0,0,0,0,0,0,0,0.5,0,male
0,0,0,0.2857,0,0,0,0,0.52,0,male
0,0,0.1667,0.3333,0,0,0,0,0.525,0,male
0,0.0833,0,0.1667,0,0,0.4582,0.7273,0.52,0,male
0,0,0,0.6667,0,0,0,0,0.515,0,male
0,0.2857,0,0,0,0,0.2,0.2,0.485,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.4,0,0,0,0,0.52,0,female
0,0,0,0.3333,0,0,-0.6,0.9,0.515,0,female
0,0.1111,0,0.2222,0.1111,0,0,0,0.505,0,female
0,0,0,0.25,0,0,0.5,0.75,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.2857,0,0,0,0,0.515,0,female
0,0,0.1111,0.2222,0,0,0,0,0.52,0,female
0,0,0,0.4,0,0,0,0,0.52,0,female
0,0,0,0.2857,0,0,0,0,0.525,0,female
0,0,0,0.3333,0,0,0,0,0.52,0,female
0,0,0.1667,0.3333,0,0,0,0,0.525,0,female
0,0,0.1429,0.2857,0,0,0,0,0.525,0,female
0,0,0.1053,0.1053,0,0,0.0667,0.1333,0.555,0,female
0,0,0.2857,0.2857,0,0,0,0,0.53,0,female
0,0,0,0.3333,0,0,0,0,0.525,0,female
0,0,0,0.4,0,0,0,0,0.515,0,female
0,0,0.2,0.4,0,0,0,0,0.52,0,female
0,0,0,0.4,0,0,0,0,0.515,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0,0,0,1,1,0.505,0,female
0,0,0,0,0,0,0,0,0.545,0,female
0,0,0,0,0.0159,0,0,0,0.645,0,female
0,0.1818,0,0,0,0.0909,0.2432,0.5523,0.485,0,female
0,0.1,0.1,0.2,0,0,0.35,0.65,0.51,0,female
0,0,0,0.25,0,0,0.75,0.7,0.51,0,female
0,0.2,0,0,0.2,0,0.65,1,0.5,0.1667,female
0,0.0667,0.0667,0.0667,0,0,0,0,0.505,0,female
0,0,0.1111,0,0.2222,0,0.65,0.95,0.515,0.1,female
0,0.125,0,0,0,0,0.1,1,0.5,0,female
0,0,0,0,0,0,0.65,0.95,0.51,0.125,female
0,0,0,0,0,0,1,0.9,0.51,0,female
0,0,0,0,0,0,1,0.9,0.51,0,female
0,0,0,0.1429,0,0,0,0,0.525,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0,0,0,0,0,0.625,1,0.505,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.51,0,female
0,0,0,0,0,0,0,0,0.495,0,female
0,0,0,0.5,0,0,0.4375,0.65,0.51,0,female
0,0.2222,0.1111,0,0,0,0,0.0667,0.51,0,female
0,0.2593,0.037,0,0.0741,0.037,0.6937,0.7667,0.485,0.0357,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0.1111,0.1111,0,0,0,0,1,0.49,0,female
0,0.2143,0.0714,0,0,0,0.2024,0.8452,0.515,0,female
0,0,0.2,0,0,0,0,1,0.51,0,female
0,0,0,0.25,0,0,0.5,0.5,0.505,0,female
0,0.037,0.0741,0,0,0,-0.15,0.6333,0.52,0,female
0,0,0,0.3056,0,0,0.425,0.5,0.57,0,female
0,0.4,0,0,0,0,0,0,0.49,0,female
0,0,0,0,0,0,0,0,0.54,0,female
0,0,0.0455,0,0.0455,0,-0.25,1,0.55,0.0833,female
0,0,0,0,0,0,0,0.0667,0.51,0,female
0,0.1429,0,0,0,0,0,0,0.485,0,female
0,0.1429,0.1429,0,0,0,0.25,1,0.5,0.125,female
0,0,0,0,0,0,0,0,0.52,0,female
0,0.25,0,0,0,0,0,0,0.51,0,female
0,0.0488,0.0244,0,0.0244,0,0.0647,1,0.56,0.0488,female
0,0,0,0,0,0,1,1,0.51,0,female
0,0,0,0.5,0,0,0.5469,0.65,0.51,0,female
0,0.1,0.1,0.1,0,0,0,0,0.53,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0,0,0.5,0,0,0,0,0.505,0,female
0,0,0,0,0,0,0.05,1,0.51,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0.2,0,0.2,0,0,0.6,1,0.5,0,female
0,0,0,0,0,0,0,0,0.52,0,female
0,0.4,0,0.2,0,0,0.7812,0.6,0.5,0,female
0,0.0667,0.0667,0.2,0,0,0.5,1,0.53,0.0625,female
0,0,0.25,0,0,0,0,0,0.505,0,female
0,0,0.2,0,0,0,-0.3167,0.6,0.515,0,female
0,0.2667,0,0,0,0,0.625,0.6,0.49,0,female
0,0.1765,0,0,0,0,0.3917,0.8667,0.495,0.0588,female
0,0.125,0,0,0,0,0.8,1,0.52,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.1111,0,0,0,0.1111,0,0,0.525,0,female
0,0,0,0,0,0,1,1,0.515,0,female
0,0,0,0,0,0,1,1,0.515,0,female
0,0,0,0,0,0,1,1,0.515,0,female
0,0.1429,0.1429,0.2857,0,0,0,0,0.53,0,female
0,0.2,0,0.4,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.52,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0.1667,0.1667,0.3333,0,0,0.3,0.4,0.525,0,female
0,0,0,0.4,0,0,0,0,0.52,0,female
0,0.0204,0.0408,0,0.0204,0,-0.3125,1,0.715,0,female
0,0.0588,0.0588,0,0.0588,0,-0.25,0.8,0.675,0,female
0,0,0.25,0,0,0,0,0,0.51,0,female
0,0.1538,0,0.0769,0.0769,0.0769,-0.5,0.5,0.505,0,female
0,0,0.0833,0,0,0,0.3,0.35,0.525,0,female
0,0.1,0,0,0,0.1,-0.1667,0.25,0.52,0,female
0,0,0,0.5,0,0,0.5,1,0.505,0.3333,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0.125,0.125,0.25,0,0,0,0,0.515,0,female
0,0,0.1667,0.3333,0,0,-0.125,0.375,0.52,0,female
0,0.2,0,0,0,0,0,0,0.51,0.2,female
0,0,0,0,0,0,0,0,0.505,1,female
0,0,0,0,0,0,0,0,0.505,1,female
0,0,0,0,0,0,0,0,0.94,0,female
0,0,0,0,0,0,0,0,0.825,0,female
0,0,0.0147,0,0,0,0,0,0.79,0,female
0,0,0,0,0,0,0,0,0.595,0,female
0,0,0,0,0,0,0,0,0.78,0,female
0,0,0,0,0,0,0,0,0.84,0,female
0,0,0,0,0,0,0,0,0.63,0,female
0,0,0,0,0,0,0,0,0.785,0,female
0,0,0,0,0,0,0,0,0.785,0,female
0,0,0,0,0,0,0,0,4.505,0,female
0,0.1429,0,0.2857,0,0,0,0,0.515,0,female
0,0,0,0.0909,0.0909,0,0,0,0.52,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.2121,0.0303,0.0303,0.0303,0.0909,0.1,0.5,0.51,0,female
0,0,0,0.1,0.3,0,0.6781,0.775,0.49,0,female
0,0.0909,0,0.0909,0,0,0,0,0.5,0,female
0,0.2,0,0.1,0,0,-0.025,0.8,0.515,0,female
0,0.2131,0,0.0328,0.0328,0.0164,0.3379,0.7643,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0.0833,0.0833,0,0,0.35,0.65,0.52,0,female
0,0.1111,0,0,0,0,0.6,0.9,0.51,0,female
0,0.0645,0.0323,0,0.0645,0.0323,-0.335,0.86,0.53,0.0312,female
0,0,0.0769,0,0,0.0769,-0.1,0.5,0.54,0,female
0,0,0,0,0,0,0.35,0.4,0.51,0,female
0,0.0625,0,0,0,0,0.05,0.3,0.495,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0.1,0.2,0,0,0.825,1,0.535,0,female
0,0,0,0.4,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0.1053,0,0,0.0526,0,0.2031,0.45,0.5,0,female
0,0,0.0909,0,0,0.0909,-0.0667,0.5333,0.54,0,female
0,0.125,0.125,0.125,0,0,0,0.125,0.51,0,female
0,0,0,0.25,0,0,-0.3,0.45,0.51,0,female
0,0,0,0,0,0,0,0,0.495,0,female
0,0,0,0.1667,0,0,0,0,0.515,0,female
0,0.0769,0,0.0769,0,0,0,1,0.515,0,female
0,0.0909,0.0909,0.0909,0,0,0.2,0.4,0.515,0,female
0,0.0417,0,0,0,0,-0.8125,0.6333,0.52,0,female
0,0,0.125,0.25,0,0,0.8,1,0.52,0,female
0,0,0,0.4,0,0,0.6,1,0.525,0,female
0,0.125,0,0.25,0,0,0.5,0.8889,0.525,0,female
0,0.2857,0,0.2857,0,0,-0.6,0.8,0.5,0,female
0,0,0,0.25,0,0.125,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0.3625,0.53,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,-0.05,0.05,0.52,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0.125,0.25,0,0,0,0.25,0.53,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0.125,0.25,0,0,0.6,0.8,0.52,0,female
0,0.0625,0.125,0.125,0,0,0.25,0.375,0.54,0,female
0,0,0.1429,0,0,0,0,0,0.505,0,female
0,0.125,0,0.25,0,0,0,0,0.52,0,female
0,0.125,0.125,0,0,0,0.125,0.4,0.5,0,female
0,0.1538,0,0.1538,0,0,0.5,0.6,0.525,0,female
0,0,0,0,0.1,0,0.3682,0.7273,0.515,0,female
0,0.0769,0,0.1538,0,0,0.1071,0.7205,0.53,0.1429,female
0,0.1176,0,0.1176,0.0588,0,0.2,0.3,0.515,0,female
0,0.1538,0,0.1538,0,0,0,0,0.525,0,female
0,0,0,0.4,0,0,0,0,0.525,0,female
0,0,0,0.4,0,0,0,0,0.525,0,female
0,0.0833,0.0833,0.1667,0,0,0.5,1,0.525,0.0833,female
0,0.05,0,0.1,0,0.05,0.225,0.7,0.535,0.05,female
0,0,0,0.25,0,0,-0.05,0.4,0.53,0,female
0,0,0,0.2857,0,0,0.75,0.65,0.52,0.1429,female
0,0,0,0.2,0,0,0.4286,0.8452,0.535,0.1818,female
0,0,0,0.1818,0,0,-0.1,0.9,0.52,0.0909,female
0,0,0,0.2,0,0,0.75,0.65,0.525,0.1,female
0,0,0,0.2,0,0,0.5,1,0.54,0.1818,female
0,0,0.0909,0.1818,0,0,0.5,0.35,0.54,0,female
0,0,0,0.3333,0,0,0,0,0.52,0,female
0,0,0,0.2,0,0,0.175,0.95,0.53,0.1,female
0,0,0,0.1818,0.0909,0,0.425,0.825,0.54,0.1667,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.2222,0,0,0.5,0.5667,0.535,0.1111,female
0,0,0,0.3333,0,0,0,0,0.52,0,female
0,0,0,0.4,0,0,0,0,0.515,0,female
0,0,0.1667,0.3333,0,0,0,0,0.525,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.52,0,female
0,0.1333,0,0.1333,0.0667,0,0.0714,0.7089,0.525,0,female
0,0.0714,0,0.1429,0.0714,0,0.425,0.725,0.53,0.0714,female
0,0.125,0,0.125,0.125,0,0.05,0.65,0.5,0,female
0,0.2222,0,0.1111,0.1667,0,0.1143,0.7286,0.5,0.0556,female
0,0.1538,0.0385,0.0769,0.0385,0,0.1875,0.3625,0.505,0.0385,female
0,0.1053,0.0526,0.1053,0.1053,0,0.3,0.3667,0.51,0.0526,female
0,0,0,0.25,0,0,0.3042,0.8333,0.535,0.1111,female
0,0,0,0.2222,0.1111,0,0.4,0.7667,0.525,0.1111,female
0,0.1818,0,0.1818,0,0,0.45,0.95,0.53,0.0833,female
0,0.3,0,0,0,0,0.2,0.6,0.505,0,female
0,0.1429,0.1429,0,0,0,0.5,0.6,0.525,0,female
0,0.3333,0,0,0.1333,0.1333,0.5,0.6,0.495,0,female
0,0.2308,0.0769,0,0.0769,0,0,0.3571,0.485,0,female
0,0.1053,0,0,0.3158,0,0.46,0.46,0.525,0,female
0,0.0909,0,0,0,0,-1,0.7,0.535,0,female
0,0,0,0.4,0,0,0,0,0.515,0,female
0,0,0.1429,0.2857,0,0,0,0,0.525,0,female
0,0.125,0,0.25,0,0,0,0,0.515,0,female
0,0.1667,0,0.3333,0,0,0,0,0.51,0,female
0,0.1429,0.1429,0.2857,0,0,0,0,0.52,0,female
0,0,0,0.5,0,0,0,0,0.52,0,female
0,0,0,0.4,0,0.2,0,0,0.52,0,female
0,0.0909,0,0.1818,0,0.0909,-0.7,0.6667,0.52,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.5,0,0,-0.7,0.6667,0.52,0,female
0,0,0.2,0.4,0,0,0,0,0.52,0,female
0,0,0.1667,0.3333,0,0,0,0,0.52,0,female
0,0.0833,0.0833,0.1667,0,0.0833,0,1,0.525,0,female
0,0,0,0.4,0,0,0.0625,0.3125,0.515,0,female
0,0,0,0.5,0,0,0.2,0.9,0.52,0,female
0,0,0.25,0.0833,0,0,0,0,0.55,0,female
0,0.25,0.125,0.25,0,0,0.8,0.9,0.51,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0.0494,0,0,0,0,0,0,0.115,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0.1667,0,0.3333,0,0,-0.375,0.5,0.515,0,female
0,0.25,0,0.5,0,0,0,0,0.51,0,female
0,0.1667,0.1667,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0.33,0.77,0.525,0,female
0,0,0,0.4,0,0,0,0,0.52,0,female
0,0.1429,0,0.2857,0,0,-0.1944,0.2889,0.505,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.52,0,female
0,0.1667,0,0.3333,0,0,0,0,0.5,0,female
0,0,0,0.1667,0,0,0,0,0.525,0,female
0,0.0769,0.0769,0.1538,0,0,0,0,0.515,0,female
0,0,0.1,0.2,0,0,0,0.5,0.53,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0.1667,0.3333,0,0,0,0,0.53,0,female
0,0,0,0.4,0,0,0,0,0.52,0,female
0,0,0.1111,0.2222,0.1111,0,0.8,0.7,0.525,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0.0962,0,0,0.0385,0.0192,0.5,0.9,0.595,0,female
0,0.125,0,0,0.1667,0,-0.3125,0.6875,0.525,0,female
0,0.0625,0.0208,0,0.0833,0,-0.9,1,0.61,0,female
0,0.0526,0.0526,0.0526,0,0,0.25,0.3333,0.55,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0.3,0,0,0,0,-0.7,0.6667,0.47,0,female
0,0.1111,0.1111,0,0,0.1111,0.15,0.65,0.52,0,female
0,0.0588,0,0,0,0.1176,0,0,0.49,0,female
0,0.1429,0,0.1429,0,0.1429,-0.25,0.8889,0.515,0,female
0,0.1176,0.0588,0.0588,0,0.0588,0.3167,0.7463,0.51,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0.1538,0.1538,0,0,0,0,0,0.49,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0.2,0,0.2,0,0,0,0,0.49,0,female
0,0,0,0.2,0,0,0.3125,1,0.5,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,0.2,0,0,0,0,0.505,0,female
0,0.1,0,0.2,0,0,0,0.1,0.515,0,female
0,0.0741,0.0741,0.0741,0.1111,0,0.3396,0.7583,0.51,0,female
0,0.0741,0.0741,0.0741,0.037,0,0.4481,0.6221,0.55,0,female
0,0,0.0833,0.1667,0,0,0,0,0.55,0,female
0,0.1667,0,0.3333,0,0,0,0,0.52,0,female
0,0.1429,0.0714,0.0476,0.0238,0,0.7667,0.5,0.62,0,female
0,0.1429,0,0.2857,0,0,0,0,0.52,0,female
0,0.1,0,0.1,0.05,0.05,0.15,0.2917,0.535,0,female
0,0.0625,0.0625,0.125,0.0625,0.0625,0.7267,0.9,0.55,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.1667,0,0,0.2,0.3,0.53,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0,0,0.505,0,female
0,0,0.1,0.1,0,0,0.2,0.3,0.505,0,female
0,0.25,0.25,0.25,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0,0,0.5,0,female
0,0,0,0.25,0,0,0,0,0.51,0,female
0,0,0,0.1667,0,0,0,0,0.515,0,female
0,0,0.1429,0.1429,0,0,0,0,0.515,0,female
0,0.125,0,0,0,0,0.8,0.9,0.49,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.1667,0,0,0.2,0.3,0.53,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0,0,0.505,0,female
0,0,0.1,0.1,0,0,0.2,0.3,0.505,0,female
0,0.25,0.25,0.25,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0,0,0.5,0,female
0,0,0,0.25,0,0,0,0,0.51,0,female
0,0,0,0.1667,0,0,0,0,0.515,0,female
0,0,0.1429,0.1429,0,0,0,0,0.515,0,female
0,0.2222,0,0,0,0,-0.6,0.9,0.5,0,female
0,0,0.2,0,0,0,0,0,0.52,0,female
0,0,0,0,0,0,0.5,0.475,0.5,0,female
0,0.2,0,0.2,0,0,0,0,0.505,0,female
0,0.05,0,0.15,0,0,0,0,0.545,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0.25,0,0,0,0.125,0,0,0.5,0,female
0,0.1429,0,0,0,0,0.2,0.2,0.495,0,female
0,0.1538,0,0,0,0,0.04,0.495,0.51,0,female
0,0,0,0,0,0.3333,-0.25,0.5,0.51,0,female
0,0,0,0.2,0,0,0,0,0.535,0,female
0,0.2,0,0.4,0,0,0,0,0.51,0,female
0,0,0.1538,0,0,0.0769,-0.25,0.5,0.52,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0.0227,0.0455,0.0227,0,0,-0.0281,0.4417,0.53,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.0833,0.125,0,0,0,0.45,0.5667,0.54,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0.3333,0.1111,0,0.1111,0,0,0,0.485,0,female
0,0.0625,0.0625,0,0,0.0625,0.525,0.625,0.495,0,female
0,0.1,0,0,0,0,0.425,1,0.495,0.0909,female
0,0.0667,0.0667,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0.3125,1,0.515,0.1667,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.2,0,0,0,0,0,0,0.485,0,female
0,0.1176,0.1176,0,0,0.0588,0,0,0.53,0,female
0,0,0,0,0,0,0,0,0.53,0,female
0,0,0,0,0,0,0,0,0.53,0,female
0,0,0,0,0,0,0,0,0.55,0,female
0,0,0,0,0,0,0,0,0.525,0,female
0,0,0,0,0,0,0,0,0.565,0,female
0,0,0,0,0,0,0,0,0.525,0,female
0,0.1875,0.0625,0,0.0625,0.0625,0,0.5625,0.53,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0.2,0,0,0,1,1,0.51,0,female
0,0.1111,0.1111,0,0,0,0.6,1,0.515,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.1667,0,0,0,0,0,0,0.52,0,female
0,0.4,0,0,0,0,0.5469,0.4,0.49,0,female
0,0.3333,0,0,0,0,0,1,0.49,0,female
0,0.0667,0,0,0,0,0,0,0.51,0,female
0,0.2143,0,0,0,0,0.1533,0.5309,0.515,0,female
0,0,0,0,0,0,0,0,0.51,0,female
0,0.1429,0,0,0,0.1429,0,0,0.49,0,female
0,0.0294,0.0294,0,0,0,0.3333,0.75,0.6,0.0294,female
0,0,0,0,0,0,1,1,0.545,0,female
0,0.1111,0.1111,0,0,0,0.2,0.4,0.495,0,female
0,0.1667,0,0.1667,0,0.1667,0.8,0.75,0.535,0,female
0,0.0667,0.0667,0,0,0,0.1429,0.5179,0.535,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.1,0.05,0,0.05,0.05,0,0,0.51,0,female
0,0,0,0.5,0,0,0,0,0.505,0,female
0,0,0,0.1111,0,0,-0.0625,0.2375,0.52,0,female
0,0,0.25,0.25,0,0,0,0,0.515,0,female
0,0,0,0.1429,0,0,0.5,1,0.51,0,female
0,0,0,0.3333,0,0,0.5,1,0.505,0,female
0,0,0,0.1667,0,0,0,0,0.525,0,female
0,0,0,0,0,0.25,-0.1,0.2,0.5,0,female
0,0.1429,0.0714,0.1429,0,0.0714,0.7375,0.8,0.535,0,female
0,0.2083,0,0,0,0.0417,0.1,0.4,0.5,0,female
0,0.5,0,0,0,0,1,1,0.5,0,female
0,0.1429,0.0714,0,0,0,0,0,0.515,0,female
0,0.0345,0,0,0.069,0,0.2812,0.3167,0.58,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0.1667,0.3333,0,0,0.5,0.6,0.525,0,female
0,0.5,0,0,0,0,0,0,0.495,0,female
0,0,0.1,0.1,0,0,0.1682,0.4273,0.54,0.1,female
0,0,0.0909,0.0909,0,0,0.5,0.6,0.535,0.0909,female
0,0,0.12,0.04,0,0.04,0,0,0.585,0.037,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,0.1667,0,0,0,0,0.51,0,female
0,0,0.1667,0.1667,0,0,0,0,0.515,0,female
0,0,0.2,0.2,0,0,0,0,0.515,0,female
0,0,0.2,0.2,0,0,0,0,0.515,0,female
0,0,0,0.2,0,0,0,0,0.51,0,female
0,0.0833,0,0.0833,0,0,0,0,0.5,0,female
0,0,0,0.0833,0,0,0,0,0.505,0,female
0,0,0,0.1111,0,0,0,0,0.515,0,female
0,0.0909,0.0909,0.0909,0,0,-0.125,0.375,0.51,0,female
0,0.0909,0,0.0909,0,0,0,0,0.505,0,female
0,0,0,0.1,0,0,0,0,0.51,0,female
0,0,0,0.125,0,0,0,0,0.51,0,female
0,0,0,0.1111,0,0,0,0,0.51,0,female
0,0,0,0.1111,0,0,0,0,0.51,0,female
0,0,0,0.125,0,0,0,0,0.505,0,female
0,0.125,0,0.125,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.505,0,female
0,0,0,0.1667,0,0,0,0,0.505,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0,0,0.2,0,0,0,0,0.51,0,female
0,0.25,0,0.25,0,0,0,0,0.5,0,female
0,0.0769,0,0.0769,0,0,0.275,0.225,0.51,0,female
0,0.2,0,0.2,0,0,0,0,0.5,0,female
0,0.25,0,0.25,0,0,0,0,0.5,0,female
0,0.1,0.1,0.1,0,0,0.5,0.625,0.52,0,female
0,0,0.0833,0.0833,0,0,-0.2431,0.2889,0.53,0,female
0,0.1667,0,0.1667,0,0,0,0,0.5,0,female
0,0,0,0.1429,0.1429,0,0,0,0.505,0,female
0,0,0,0.1429,0.1429,0,0,0,0.505,0,female
0,0,0.1111,0.1111,0,0,0,0,0.51,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0.002,0,0.0415,0.2391,0,0,0.0162,0.0877,1.285,0,male
0.0022,0,0,0,0,0,0.293,0.65,3.69,0,female
0.0045,0.0268,0.0312,0,0.0179,0.0357,0,0,1.17,0,female
0.0056,0.0056,0,0,0.0056,0,0.4,0.8,1.295,0,male
0.0061,0,0,0,0.0061,0,-1,1,1.105,0,male
0.0065,0,0.1169,0.1753,0,0,0,0,0.95,0.0584,male
0.0072,0.0362,0.0072,0.0217,0.0362,0.0072,0.25,0.4333,0.87,0.0072,male
0.0075,0.0149,0.0224,0,0,0.0075,0.0071,0.5533,0.565,0.0074,female
0.0082,0,0,0,0,0,0,0,0.99,0,female
0.011,0.0387,0,0.0166,0.0221,0,0.4931,0.86,0.99,0.0217,male
0.0111,0.0722,0.0444,0,0,0.0167,0.1125,0.4205,1.19,0.0167,female
0.0112,0.2584,0.0112,0,0.0225,0.0449,-0.7544,0.8588,0.545,0,female
0.0113,0,0.0284,0,0.034,0.0326,-1,1,2.235,0,male
